,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_scale_pos_weight,param_reg_lambda,param_reg_alpha,param_n_estimators,param_min_child_weight,param_max_depth,param_max_delta_step,param_learning_rate,param_gamma,param_early_stopping_rounds,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
21,44.114200274149574,10.407464769374693,2.1627748012542725,0.5717485042934864,0.7,10,100.0,10.0,1000,1,6,5,0.05,0.5,15,0.9,"{'subsample': 0.7, 'scale_pos_weight': 10, 'reg_lambda': 100, 'reg_alpha': 10, 'n_estimators': 1000, 'min_child_weight': 1, 'max_depth': 6, 'max_delta_step': 5, 'learning_rate': 0.05, 'gamma': 0.5, 'early_stopping_rounds': 15, 'colsample_bytree': 0.9}",0.9450044227988736,0.993626038975877,0.957547883338313,0.9653927817043546,0.020610227440053464,22
22,75.44501074155171,43.28125362715694,2.3645346959431968,0.9226107609159805,0.8,50,0.1,1.0,1000,1,5,5,0.05,0.1,15,0.5,"{'subsample': 0.8, 'scale_pos_weight': 50, 'reg_lambda': 0.1, 'reg_alpha': 1, 'n_estimators': 1000, 'min_child_weight': 1, 'max_depth': 5, 'max_delta_step': 5, 'learning_rate': 0.05, 'gamma': 0.1, 'early_stopping_rounds': 15, 'colsample_bytree': 0.5}",0.9335173512152015,0.9964438771693838,0.9650558333864786,0.9650056872570213,0.025689671116894658,23
23,26.175179084142048,13.059292229029548,0.8839020729064941,0.4326530424524471,1.0,5,100.0,1.0,1000,1,5,10,0.2,0.5,15,0.7,"{'subsample': 1.0, 'scale_pos_weight': 5, 'reg_lambda': 100, 'reg_alpha': 1, 'n_estimators': 1000, 'min_child_weight': 1, 'max_depth': 5, 'max_delta_step': 10, 'learning_rate': 0.2, 'gamma': 0.5, 'early_stopping_rounds': 15, 'colsample_bytree': 0.7}",0.9366487739479266,0.9976923507844824,0.9560093942445707,0.9634501729923265,0.02547028935223567,24
24,51.375239531199135,23.575877148839748,2.0951081116994223,1.0429009100138658,0.7,50,0.1,10.0,1000,7,5,5,0.05,1.0,15,0.5,"{'subsample': 0.7, 'scale_pos_weight': 50, 'reg_lambda': 0.1, 'reg_alpha': 10, 'n_estimators': 1000, 'min_child_weight': 7, 'max_depth': 5, 'max_delta_step': 5, 'learning_rate': 0.05, 'gamma': 1, 'early_stopping_rounds': 15, 'colsample_bytree': 0.5}",0.939303547773047,0.9951824525429012,0.955515388864339,0.9633337963934291,0.02347280159088821,25
25,31.12762228647868,14.404707346309385,1.1226575374603271,0.5124899267891099,0.7,10,10.0,0.0,1000,5,5,0,0.1,1.0,15,0.5,"{'subsample': 0.7, 'scale_pos_weight': 10, 'reg_lambda': 10, 'reg_alpha': 0, 'n_estimators': 1000, 'min_child_weight': 5, 'max_depth': 5, 'max_delta_step': 0, 'learning_rate': 0.1, 'gamma': 1, 'early_stopping_rounds': 15, 'colsample_bytree': 0.5}",0.9222514198395106,0.9968180728377514,0.9638425811912062,0.9609706912894894,0.030509367398070794,26
26,45.234460274378456,16.613745848114025,1.9229343732198079,0.858451737440198,0.8,25,1.0,0.1,1000,5,5,10,0.05,0.1,15,1.0,"{'subsample': 0.8, 'scale_pos_weight': 25, 'reg_lambda': 1, 'reg_alpha': 0.1, 'n_estimators': 1000, 'min_child_weight': 5, 'max_depth': 5, 'max_delta_step': 10, 'learning_rate': 0.05, 'gamma': 0.1, 'early_stopping_rounds': 15, 'colsample_bytree': 1.0}",0.9262680674864094,0.9946397435494098,0.9618004161270702,0.9609027423876298,0.027919836264119022,27
27,42.67825428644816,23.781915090604386,1.3197273413340251,0.8094012898711572,0.8,10,0.1,10.0,1000,7,4,5,0.1,1.0,15,0.5,"{'subsample': 0.8, 'scale_pos_weight': 10, 'reg_lambda': 0.1, 'reg_alpha': 10, 'n_estimators': 1000, 'min_child_weight': 7, 'max_depth': 4, 'max_delta_step': 5, 'learning_rate': 0.1, 'gamma': 1, 'early_stopping_rounds': 15, 'colsample_bytree': 0.5}",0.9029169606083557,0.9972756274286885,0.9797278466763313,0.9599734782377918,0.04097613781484549,28
28,46.175473054250084,20.081654460594308,1.718571662902832,0.9116442438549277,0.5,5,100.0,0.0,1000,5,5,0,0.05,5.0,15,0.9,"{'subsample': 0.5, 'scale_pos_weight': 5, 'reg_lambda': 100, 'reg_alpha': 0, 'n_estimators': 1000, 'min_child_weight': 5, 'max_depth': 5, 'max_delta_step': 0, 'learning_rate': 0.05, 'gamma': 5, 'early_stopping_rounds': 15, 'colsample_bytree': 0.9}",0.9281260278562695,0.9955509002053405,0.9542603754352238,0.9593124344989447,0.0277569310072232,29
29,22.255868037541706,9.01433442686513,0.7419815063476562,0.2193677023114971,1.0,25,0.1,0.0,1000,3,5,1,0.2,0.0,15,0.9,"{'subsample': 1.0, 'scale_pos_weight': 25, 'reg_lambda': 0.1, 'reg_alpha': 0, 'n_estimators': 1000, 'min_child_weight': 3, 'max_depth': 5, 'max_delta_step': 1, 'learning_rate': 0.2, 'gamma': 0, 'early_stopping_rounds': 15, 'colsample_bytree': 0.9}",0.9263240262208018,0.996155632352947,0.9539567799514952,0.9588121461750814,0.028714621590432768,30
30,47.58087134361267,28.999183676973836,1.6956189473470051,1.2402392345764655,1.0,50,100.0,0.1,1000,7,5,1,0.1,0.1,15,0.9,"{'subsample': 1.0, 'scale_pos_weight': 50, 'reg_lambda': 100, 'reg_alpha': 0.1, 'n_estimators': 1000, 'min_child_weight': 7, 'max_depth': 5, 'max_delta_step': 1, 'learning_rate': 0.1, 'gamma': 0.1, 'early_stopping_rounds': 15, 'colsample_bytree': 0.9}",0.9246335846354856,0.9966400023079389,0.9540556144585908,0.9584430671340051,0.029559751377384747,31
